COUNTY,TX_SIGNED_HIGHWAY_RDBD_ID,TX_LENGTH_TOTAL,SEGMENT_COUNT,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_AADT_CURRENT,TX_MAINTENANCE_COST_AMT
Anderson,SL0256 K,0.36,5,79.6,100.0,3.06,12240.0,0.0
Anderson,US0079 A,2.26,5,100.0,100.0,3.02,499.0,122.08
Anderson,US0079 K,4.47,9,85.89,94.4,3.25,10351.12,575.85
Anderson,US0079 L,27.27,53,93.62,93.89,4.33,4315.8,204.08
Anderson,US0079 R,7.07,13,88.52,88.52,3.62,4809.45,617.31
Anderson,US0079 X,0.98,2,100.0,100.0,3.09,499.0,50.0
Anderson,US0287 K,0.17,1,100.0,100.0,3.2,2909.0,120.0
Angelina,BU0059GL,5.38,22,93.69,99.82,3.2,4520.59,465.29
Angelina,BU0059GR,5.85,24,98.21,99.69,3.51,4811.37,428.92
Angelina,BU0069JL,0.24,1,85.0,85.0,2.85,1430.0,11.0
Angelina,BU0069JR,1.32,6,74.68,95.72,2.32,1291.05,2433.77
Angelina,FM1877 K,0.16,5,92.8,100.0,2.5,389.8,294.4
Angelina,FM2021 K,3.0,6,91.83,98.83,3.31,2729.0,4616.67
Angelina,FM3521 K,0.61,10,82.31,99.06,2.34,646.72,128.98
Angelina,SH0094 K,0.29,1,0.0,0.0,3.4,2980.0,192.0
Angelina,SH0103 L,0.09,1,48.0,100.0,2.3,8650.0,9.0
Angelina,SH0103 R,0.09,1,0.0,100.0,0.0,8650.0,9.0
Angelina,SL0287 L,1.92,9,100.0,100.0,3.83,14528.55,3368.84
Angelina,SL0287 R,1.0,2,100.0,100.0,4.34,10728.0,4992.0
Angelina,SL0287 X,0.82,5,74.57,88.83,2.87,2280.33,3267.38
Angelina,US0059 A,8.23,17,97.69,99.43,3.27,5178.02,6748.11
Angelina,US0059 K,3.36,9,99.92,100.0,4.16,32730.61,17286.93
Angelina,US0059 L,49.61,104,96.81,99.88,3.79,16818.69,5370.61
Angelina,US0059 R,44.81,94,91.24,97.97,3.65,16335.58,5262.79
Angelina,US0059 X,20.99,45,94.57,94.9,3.35,2266.59,4563.62
Angelina,US0069 A,1.18,9,94.26,100.0,2.63,2661.0,1030.45
Angelina,US0069 L,5.74,18,94.49,94.49,4.09,6309.68,2774.03
Angelina,US0069 R,6.86,22,97.56,97.56,4.13,5798.01,2732.95
Aransas,FM2040 K,1.69,6,99.6,99.6,4.1,185.5,698.1
Aransas,SH0035 K,8.15,19,48.5,48.5,3.46,7972.89,218.85
Archer,SH0079 K,3.5,7,79.86,95.14,3.04,4613.86,166.71
Austin,FM3538 K,1.0,2,99.5,100.0,3.23,3375.0,18634.5
Austin,IH0010 A,45.35,95,94.19,94.28,3.93,1498.93,9.82
Austin,IH0010 L,47.64,96,98.0,98.02,4.08,25584.16,10.36
Austin,IH0010 R,50.08,101,97.71,97.71,4.12,25493.96,10.88
Austin,IH0010 X,48.86,100,97.29,97.32,4.03,1718.59,12.31
Bailey,US0084 K,0.25,6,8.49,83.44,1.17,9307.63,514.7
Bee,US0059 K,0.32,6,49.82,69.31,1.9,3615.85,1904.19
Bell,FM0935 K,0.15,3,34.51,100.0,1.52,1142.78,266.24
Bell,FM1237 K,0.77,6,72.5,96.5,2.27,1857.0,704.5
Bell,FM1741 L,0.14,1,61.0,100.0,2.54,16925.0,4.0
Bell,FM2268 K,3.28,12,83.29,98.48,2.71,1051.99,273.18
Bell,FM2670 K,2.5,5,92.2,97.8,2.66,1077.8,14.0
Bell,FM3481 K,0.51,1,0.0,0.0,3.03,3932.0,0.0
Bell,IH0035 A,94.62,193,94.45,95.29,3.68,4435.72,2273.25
Bell,IH0035 L,267.19,538,97.16,97.23,4.05,35677.44,2145.87
Bell,IH0035 R,266.26,535,98.51,98.67,4.06,35435.79,2175.04
Bell,IH0035 X,114.6,231,94.46,95.71,3.64,3970.25,2128.94
Bell,SH0036 A,6.28,11,95.7,98.25,3.78,5954.24,537.91
Bell,SH0036 K,1.42,4,55.16,55.16,3.46,8884.86,8182.07
Bell,SH0036 X,1.86,6,100.0,100.0,3.6,7683.97,204.8
Bell,SH0053 K,0.18,3,64.86,100.0,2.59,9531.86,76.14
Bell,SH0095 K,0.5,1,0.0,0.0,2.58,5782.0,13.0
Bell,SH0201 X,0.23,1,100.0,100.0,4.22,80.0,212.0
Bell,SL0363 A,6.94,20,100.0,100.0,3.96,499.0,49.76
Bell,SL0363 K,9.7,20,99.85,100.0,3.74,15409.43,2632.02
Bell,SL0363 L,15.74,41,100.0,100.0,3.7,6459.64,58.49
Bell,SL0363 R,18.61,46,98.95,98.95,3.77,6438.5,59.96
Bell,SL0363 X,6.35,20,99.09,99.23,3.78,499.0,45.21
Bell,SS0290 K,0.59,3,98.0,100.0,3.22,5414.33,19.33
Bell,SS0290 L,2.61,6,100.0,100.0,3.47,2806.18,21.58
Bell,SS0290 R,4.32,10,98.9,98.9,3.52,3069.51,10844.72
Bexar,FM1535 L,0.14,1,53.0,100.0,2.4,12720.0,4.0
Bexar,FM1535 R,0.14,1,0.0,0.0,2.9,12720.0,4.0
Bexar,IH0010 A,2.43,12,35.33,55.72,2.12,3507.23,172.7
Bexar,IH0010 L,194.49,433,86.58,95.56,3.44,71991.79,1112.83
Bexar,IH0010 R,183.36,403,90.54,94.51,3.64,71320.73,1056.4
Bexar,IH0010 X,4.7,11,65.71,95.73,2.61,6593.51,3300.29
Bexar,IH0035 A,0.7,2,97.0,97.0,3.91,10463.17,612.99
Bexar,IH0035 L,79.98,178,68.36,79.25,3.32,73400.2,1176.19
Bexar,IH0035 R,52.24,116,55.51,74.75,2.98,76845.94,1547.04
Bexar,IH0037 A,5.56,18,33.91,97.43,1.86,5686.34,2132.54
Bexar,IH0410 A,3.6,10,92.85,99.35,3.12,21605.25,12604.05
Bexar,IH0410 L,39.81,86,83.25,90.7,3.58,74294.64,1888.14
Bexar,IH0410 R,32.68,70,89.01,95.01,3.45,77915.47,2125.93
Bexar,PA1502 L,2.82,5,85.48,98.6,3.33,23307.45,67.42
Bexar,PA1502 R,3.32,6,99.8,99.8,4.22,22010.35,56.94
Bexar,SH0151 R,1.0,2,58.5,60.0,3.22,33337.0,138.0
Bexar,SL0345 K,0.22,1,27.0,83.0,1.98,19328.0,444.0
Bexar,SL1604 L,7.11,14,94.31,97.4,3.76,28945.51,709.22
Bexar,SL1604 R,6.11,12,82.0,100.0,3.4,29001.37,695.18
Bexar,US0281 L,14.61,30,94.8,100.0,3.69,40742.74,338.19
Bexar,US0281 R,14.12,29,98.12,99.89,3.95,40409.61,333.21
Bowie,FM0558 K,2.5,5,100.0,100.0,3.46,2369.0,3628.8
Bowie,FM0559 K,12.43,23,98.95,98.99,3.48,9646.5,1481.36
Bowie,FM0989 K,2.36,9,75.01,100.0,2.76,4904.71,192.26
Bowie,FM1397 K,0.5,1,65.0,95.0,2.65,8405.0,3.0
Bowie,FM1840 K,0.66,6,36.43,100.0,1.55,2125.42,798.56
Bowie,FM2878 K,0.68,8,86.21,100.0,2.66,2820.09,330.45
Bowie,IH0030 A,20.51,47,94.93,98.62,3.18,9427.48,2334.56
Bowie,IH0030 L,35.74,89,0.0,0.0,4.0,8302.3,641.24
Bowie,IH0030 R,35.94,90,0.0,0.0,4.05,8299.72,638.54
Bowie,IH0030 X,18.4,39,91.48,97.23,3.05,4229.32,2619.96
Bowie,IH0369 A,4.54,9,94.28,97.03,3.42,5120.16,1603.14
Bowie,IH0369 L,10.79,25,75.18,90.36,3.29,14503.43,685.1
Bowie,IH0369 R,7.1,17,84.8,92.25,3.66,14331.42,699.96
Bowie,IH0369 X,3.04,6,99.67,99.67,3.46,5806.8,2173.88
Bowie,SH0093 K,4.78,18,78.66,97.9,2.99,7707.13,489.95
Bowie,SH0098 K,0.23,6,55.67,100.0,1.93,1248.17,42.67
Bowie,SL0014 K,0.15,2,48.0,100.0,2.3,12588.0,1677.5
Bowie,SL0151 A,3.42,9,80.02,83.77,3.51,1392.61,323.39
Bowie,SL0151 L,61.5,127,81.59,82.16,3.62,5715.31,894.71
Bowie,SL0151 R,62.81,133,82.12,84.07,3.59,5703.51,882.4
Bowie,SL0151 X,1.5,3,91.33,92.0,2.81,1358.33,403.67
Bowie,SS0594 K,6.12,17,90.89,100.0,2.74,2463.28,100.8
Bowie,US0059 K,8.0,16,42.56,43.75,3.42,23277.06,6488.5
Bowie,US0059 L,48.26,101,71.81,72.1,3.76,8479.88,2488.4
Bowie,US0059 R,49.13,105,68.11,71.08,3.5,8480.75,2445.85
Bowie,US0067 K,1.0,2,32.5,50.0,2.75,14323.0,3747.0
Bowie,US0082 K,88.02,175,99.36,99.42,4.21,8380.49,2644.16
Bowie,US0259 K,0.57,1,99.0,99.0,4.1,1810.0,259.0
Brazoria,BS0288BK,2.85,6,94.7,98.28,3.63,17649.75,280.08
Brazoria,BS0288BL,11.41,25,91.85,98.46,3.76,6835.16,376.39
Brazoria,BS0288BR,8.24,20,80.75,97.32,3.2,6870.39,363.35
Brazoria,FM0518 K,122.44,272,90.31,98.46,3.29,25951.74,708.45
Brazoria,FM0518 L,0.69,15,79.98,97.56,2.78,12368.92,233.79
Brazoria,FM0518 R,0.69,15,90.87,98.19,3.88,12368.92,233.79
Brazoria,FM0523 K,227.62,483,74.86,78.9,3.51,6606.95,3675.75
Brazoria,FM0523 L,31.08,91,65.34,79.99,2.9,3751.16,1761.82
Brazoria,FM0523 R,31.02,91,69.48,78.34,3.1,3634.26,1762.82
Brazoria,FM0528 K,30.33,74,91.28,93.36,3.74,17733.14,4270.31
Brazoria,FM0865 L,21.36,47,70.14,99.49,2.68,10274.4,202.95
Brazoria,FM0865 R,21.99,49,86.21,96.79,3.04,10250.52,214.49
Brazoria,FM1495 K,4.99,11,64.04,92.09,2.46,3994.43,2545.09
Brazoria,FM2004 K,156.54,309,94.29,96.34,3.8,8508.57,537.21
Brazoria,FM2004 L,7.25,12,98.68,98.68,3.98,6512.55,349.9
Brazoria,FM2004 R,8.54,15,97.51,97.51,3.55,6799.27,392.95
Brazoria,FM2234 K,4.04,11,81.04,96.51,2.9,34095.5,6.21
Brazoria,FM2234 L,26.61,51,97.65,98.84,3.4,15502.74,6.38
Brazoria,FM2234 R,26.62,51,98.53,98.57,3.6,15503.23,6.3
Brazoria,SH0006 K,253.49,515,85.12,88.5,3.44,21726.81,3736.34
Brazoria,SH0006 L,39.67,80,86.71,92.04,3.31,15780.98,1817.71
Brazoria,SH0006 R,39.18,79,84.16,92.95,3.21,15798.5,1829.09
Brazoria,SH0035 A,1.5,15,19.2,33.8,0.6,5735.73,798.8
Brazoria,SH0035 K,48.7,102,71.01,94.66,2.96,14259.35,2558.47
Brazoria,SH0035 L,36.82,87,76.8,96.07,3.0,11661.94,802.05
Brazoria,SH0035 R,42.05,92,84.35,95.78,3.42,11603.18,830.61
Brazoria,SH0036 K,43.72,93,66.47,69.29,3.54,6356.38,885.85
Brazoria,SH0036 L,26.82,56,87.78,93.36,3.25,3515.77,1057.85
Brazoria,SH0036 R,15.98,34,77.09,86.23,2.94,3459.25,847.45
Brazoria,SH0288 A,153.39,341,87.36,95.27,3.14,7676.89,1216.05
Brazoria,SH0288 K,30.05,60,32.03,52.99,2.51,24382.45,5912.5
Brazoria,SH0288 L,934.77,2004,79.47,81.43,3.51,14649.75,1240.89
Brazoria,SH0288 R,921.83,1979,76.51,78.56,3.49,14414.82,1219.86
Brazoria,SH0288 X,158.04,345,88.49,92.95,3.23,5564.26,1228.25
Brazoria,SH0332 K,85.49,176,84.75,87.81,3.8,14536.29,1769.56
Brazoria,SH0332 L,40.74,90,65.56,86.7,2.94,9206.48,2334.09
Brazoria,SH0332 R,40.84,87,59.99,84.77,2.73,9153.59,2230.83
Brazoria,SL0274 K,1.45,7,72.32,84.44,2.98,12000.6,6.5
Brazos,BS0006RR,0.4,1,100.0,100.0,3.8,18500.0,15.0
Brazos,FM1179 K,0.2,6,67.33,100.0,2.56,27022.5,1742.0
Brazos,FM1179 L,2.35,9,59.88,100.0,2.52,14614.97,4557.98
Brazos,FM1179 R,2.33,9,46.41,100.0,2.27,14611.65,4491.0
Brazos,FM2154 A,0.61,3,66.33,100.0,3.23,4240.0,134.67
Brazos,FM2154 L,4.0,8,100.0,100.0,3.71,17240.25,1357.0
Brazos,FM2154 R,4.0,8,99.0,99.0,3.73,17240.25,1357.0
Brazos,FM2347 L,1.2,3,85.08,100.0,2.92,9150.0,0.0
Brazos,FM2818 A,1.48,8,76.59,100.0,2.78,8072.21,235.81
Brazos,FM2818 K,4.16,14,100.0,100.0,3.57,13236.05,1294.39
Brazos,FM2818 L,13.29,23,97.63,98.57,3.55,15448.99,719.68
Brazos,FM2818 R,8.0,16,90.88,95.31,3.36,17372.44,735.19
Brazos,SH0006 A,22.02,46,98.6,98.93,3.55,4225.44,3537.29
Brazos,SH0006 L,120.78,247,91.11,91.28,4.08,14843.56,2267.55
Brazos,SH0006 R,120.96,247,91.47,91.82,3.99,14832.24,2274.99
Brazos,SH0006 X,18.0,36,95.72,96.92,3.51,151.5,2855.47
Brazos,SH0021 L,0.14,1,0.0,0.0,3.7,7360.0,401.0
Brazos,SH0105 K,0.38,1,0.0,0.0,3.93,5735.0,52.0
Brazos,US0190 L,4.01,8,0.0,0.0,3.12,5622.29,85.82
Brazos,US0190 R,4.01,8,0.0,0.0,2.94,5622.29,85.82
Brooks,FM0755 K,0.53,10,53.56,99.19,1.9,1220.72,250.08
Brooks,US0281 L,1.05,2,100.0,100.0,4.04,7469.93,1988.26
Burleson,FM0975 K,0.11,5,1.4,96.8,0.2,1989.2,323.6
Burnet,SH0029 L,0.72,1,98.0,100.0,3.19,3042.0,10.0
Burnet,SH0029 R,0.72,1,88.0,100.0,2.97,3042.0,10.0
Caldwell,IH0010 A,23.0,49,52.99,52.99,2.05,324.38,297.93
Caldwell,SH0130 L,0.5,1,100.0,100.0,4.2,6375.0,0.0
Calhoun,SH0035 L,6.35,13,69.95,69.95,4.24,9810.37,236.89
Calhoun,SH0035 R,4.85,10,51.58,51.58,3.72,9257.67,260.06
Callahan,SH0206 K,2.0,4,88.75,89.25,3.33,3461.75,1340.5
Cameron,FM0313 K,0.1,2,4.0,100.0,0.9,9378.5,98.0
Cameron,FM0800 K,0.53,1,94.0,94.0,3.07,1313.0,693.0
Cameron,IH0002 L,0.7,2,0.0,0.0,2.83,26339.5,932.5
Cameron,IH0002 R,2.55,5,100.0,100.0,4.19,27646.42,0.0
Cameron,IH0069EA,3.85,8,85.58,86.49,3.12,7190.22,561.64
Cameron,IH0069EL,3.01,6,66.59,66.76,3.6,24199.85,23.48
Cameron,IH0069ER,7.43,15,71.9,71.9,4.1,22487.41,2513.21
Cameron,IH0069EX,3.0,6,99.5,99.5,3.43,3914.17,675.33
Cameron,IH0169 L,7.18,16,87.46,98.36,2.9,2838.07,0.0
Cameron,IH0169 R,9.0,18,93.44,100.0,2.99,2193.89,0.0
Cameron,IH0169 X,0.73,3,29.0,100.0,1.89,8266.67,0.0
Cameron,PR0100 L,5.33,11,15.71,19.76,3.02,9539.03,333.67
Cameron,PR0100 R,5.33,11,9.29,9.29,3.0,9539.03,333.67
Cameron,SH0004 K,0.06,4,0.5,73.75,0.12,16700.0,0.0
Cameron,SH0048 K,9.66,17,64.65,95.15,2.7,22792.0,881.69
Cameron,SH0550 K,0.51,2,56.0,100.0,2.21,3249.5,1.0
Cameron,SH0550 L,9.82,26,84.56,95.75,3.32,5901.42,0.0
Cameron,SH0550 R,11.38,28,89.55,98.56,3.89,6173.47,0.0
Cameron,SS0425 K,0.04,2,0.5,92.5,0.4,12651.5,0.0
Camp,FM3535 K,1.0,3,64.99,95.11,2.19,1017.47,0.0
Camp,SL0255 K,1.81,6,100.0,100.0,2.87,954.54,0.0
Carson,IH0040 L,539.56,1190,87.92,89.09,4.12,6722.26,1776.6
Carson,IH0040 R,125.31,316,74.5,79.92,3.58,6985.82,2031.43
Cass,FM0248 K,0.5,1,100.0,100.0,3.87,238.0,0.0
Cass,FM0250 K,0.08,1,1.0,93.0,0.3,2918.0,270.0
Cass,FM2683 K,0.14,4,15.25,97.0,0.6,321.5,12.25
Cass,FM3129 K,12.24,24,92.62,93.07,3.79,3434.35,885.51
Cass,SH0155 K,1.06,7,74.62,87.21,2.93,3557.85,968.72
Cass,US0059 K,161.16,327,86.36,87.1,3.66,10254.01,4295.99
Cass,US0059 L,90.98,182,91.75,91.75,4.31,3675.57,2255.1
Cass,US0059 R,91.36,184,83.98,84.2,4.04,3698.18,2247.93
Chambers,FM0565 K,0.6,3,94.67,100.0,3.33,7545.0,14162.33
Chambers,FM0565 L,4.74,12,59.73,100.0,2.06,4260.8,7428.88
Chambers,FM0565 R,4.73,12,77.21,98.94,2.81,4260.5,7434.99
Chambers,FM1405 K,3.5,7,33.71,91.43,2.08,7300.0,2296.43
Chambers,FM1942 K,0.0,1,1.0,100.0,0.1,7622.0,0.0
Chambers,FM2354 K,0.11,4,7.5,98.5,0.98,3176.25,6.25
Chambers,FM3180 K,1.5,3,71.67,92.0,3.57,17283.67,5581.67
Chambers,IH0010 A,11.03,25,80.21,86.39,2.75,1413.87,814.24
Chambers,IH0010 L,258.89,535,97.6,98.21,3.84,24038.22,879.79
Chambers,IH0010 R,273.94,563,96.76,97.28,3.84,24216.66,816.52
Chambers,IH0010 X,13.04,26,83.8,95.66,2.8,1333.12,920.57
Chambers,SH0073 L,6.03,16,74.18,76.33,3.49,3857.55,5146.1
Chambers,SH0073 R,6.53,17,63.5,73.54,3.1,3972.67,5246.55
Chambers,SH0099 A,14.26,37,96.58,98.69,3.63,362.43,1.11
Chambers,SH0099 K,7.5,14,83.68,86.75,3.71,11252.72,21.99
Chambers,SH0099 L,204.8,313,80.24,99.43,3.39,5977.12,5.45
Chambers,SH0099 R,204.63,314,68.58,99.25,2.84,5741.38,5.43
Chambers,SH0099 X,8.96,19,93.3,96.65,3.82,423.52,0.56
Chambers,SH0124 L,2.97,8,100.0,100.0,4.26,5418.22,1799.61
Chambers,SH0146 K,27.83,61,60.08,70.22,3.21,14495.92,5.6
Chambers,SH0146 L,0.3,1,44.0,100.0,2.24,17890.0,27.0
Cherokee,SH0294 K,0.12,1,85.0,85.0,2.8,1227.0,136.0
Cherokee,US0069 A,0.09,4,99.5,99.5,4.62,1189.5,65.75
Cherokee,US0069 X,0.06,4,99.5,99.5,3.72,1249.25,40.0
Cherokee,US0084 K,3.2,7,79.64,79.64,3.98,1104.71,1912.57
Cherokee,US0175 K,2.49,7,67.43,89.14,2.75,5971.71,342.29
Childress,SL0328 K,1.32,3,78.33,94.13,1.91,124.0,84.8
Childress,US0062 K,13.41,27,94.15,97.95,3.65,5687.76,257.05
Childress,US0287 K,6.33,14,63.56,80.69,3.16,14720.39,2329.19
Childress,US0287 L,3.43,6,89.39,89.39,3.86,8766.64,3258.04
Childress,US0287 R,3.44,6,98.0,98.0,3.96,8766.67,3274.94
Clay,SH0148 K,0.97,8,89.67,96.95,2.64,708.1,37.8
Clay,SL0047 K,28.13,62,93.71,93.71,3.08,64.72,39.29
Clay,US0082 L,29.69,65,96.01,97.41,3.9,11469.36,1328.5
Clay,US0082 R,42.28,87,97.26,97.67,3.75,8864.47,1024.21
Clay,US0082 X,2.15,6,48.02,100.0,1.64,336.4,967.09
Clay,US0287 K,0.5,1,56.0,56.0,4.5,14800.0,11.0
Clay,US0287 L,158.79,342,94.79,94.82,4.11,8158.53,1067.1
Clay,US0287 R,22.78,50,47.41,57.96,2.54,7189.66,2194.71
Collin,BS0078EK,1.0,2,34.0,85.0,1.84,3519.5,11861.0
Collin,BS0078EL,0.25,2,0.0,0.0,0.95,1901.0,1159.5
Collin,BS0078ER,0.93,8,0.0,0.0,0.24,1462.86,383.88
Collin,BS0078GK,0.18,4,89.0,100.0,2.15,924.5,13.75
Collin,FM0006 K,0.25,6,47.0,100.0,2.27,8312.17,231.33
Collin,FM0075 K,6.11,12,41.57,95.94,1.65,4107.63,6537.22
Collin,FM0455 K,5.16,11,90.64,99.57,3.26,10890.04,1032.58
Collin,FM0455 L,10.41,22,94.58,98.89,3.31,5826.43,568.82
Collin,FM0455 R,10.4,22,87.6,97.0,3.03,5826.99,568.78
Collin,FM0544 L,29.13,60,65.81,89.47,2.72,13466.54,597.46
Collin,FM0544 R,29.11,60,67.25,94.87,2.69,13467.14,597.81
Collin,FM0546 K,16.9,34,95.21,96.49,3.64,15271.8,908.11
Collin,FM0546 L,14.81,33,89.49,96.84,3.27,8710.23,488.45
Collin,FM0546 R,14.78,33,88.12,96.19,3.24,8713.47,488.69
Collin,FM0982 K,13.64,38,90.13,94.22,3.23,10338.02,1884.42
Collin,FM2478 K,6.06,14,94.45,94.74,3.59,13429.32,4575.43
Collin,FM2478 L,41.37,85,97.01,97.77,4.26,10622.66,897.33
Collin,FM2478 R,41.84,87,93.24,94.32,4.26,10689.49,910.59
Collin,FM2514 K,7.28,15,85.16,90.11,3.63,11847.31,8249.07
Collin,FM2514 L,35.03,74,88.12,90.82,3.29,7778.99,3165.66
Collin,FM2514 R,35.01,74,91.01,95.21,3.41,7778.69,3166.95
Collin,FM2551 K,12.59,25,88.25,98.12,3.09,12055.1,118.45
Collin,FM2551 L,14.01,31,80.87,89.02,3.06,5321.43,489.09
Collin,FM2551 R,13.9,31,85.0,93.73,3.1,5402.77,489.88
Collin,FM2786 K,8.41,17,87.3,87.3,3.7,16254.92,3.23
Collin,FM2786 L,3.88,7,100.0,100.0,3.68,10636.67,0.0
Collin,FM2786 R,3.9,8,96.34,96.34,3.62,10634.57,0.0
Collin,FM2933 K,0.17,6,66.67,100.0,2.32,3391.17,182.83
Collin,FM2934 L,0.07,4,48.3,100.0,2.3,19097.93,5.92
Collin,FM2934 R,0.03,2,10.5,69.5,1.45,20843.0,10.0
Collin,FM3286 K,3.5,7,83.0,85.14,3.36,7321.29,999.43
Collin,FM3537 K,16.24,35,96.43,97.02,3.89,20216.29,0.0
Collin,FM3537 L,20.4,45,92.93,93.74,3.89,11651.53,0.0
Collin,FM3537 R,20.4,45,89.5,90.29,3.74,11613.12,0.0
Collin,SH0005 K,0.96,4,83.13,100.0,2.88,8394.84,181.02
Collin,SH0005 L,13.36,32,97.99,99.0,3.51,6736.38,321.11
Collin,SH0005 R,12.94,33,95.35,97.16,3.79,6698.19,330.61
Collin,SH0078 K,18.23,44,89.82,91.57,3.63,17086.52,657.07
Collin,SH0078 L,71.45,144,81.77,92.63,3.17,11975.1,248.29
Collin,SH0078 R,72.39,146,83.31,94.05,3.21,12032.95,246.1
Collin,SH0121 A,112.12,240,96.71,96.84,3.7,17314.64,10.94
Collin,SH0121 K,24.83,50,96.21,96.85,3.8,19331.41,674.09
Collin,SH0121 L,18.68,40,96.39,97.77,3.68,11217.32,175.03
Collin,SH0121 R,19.51,44,99.25,99.32,3.8,11440.16,160.12
Collin,SH0121 X,111.4,229,96.37,96.43,3.73,24158.99,7.52
Collin,SH0190 A,3.16,8,94.85,96.14,3.25,7175.55,0.0
Collin,SH0190 X,2.81,7,99.72,100.0,3.42,7944.28,0.0
Collin,SH0205 K,2.7,9,92.03,100.0,3.22,15642.74,367.81
Collin,SH0289 A,2.28,7,86.91,93.01,3.19,9035.86,1538.88
Collin,SH0289 K,11.66,26,92.91,94.65,3.85,9383.31,450.89
Collin,SH0289 L,155.67,308,96.94,98.47,3.92,13111.33,580.3
Collin,SH0289 R,155.84,307,95.76,96.71,3.86,13135.56,582.56
Collin,SH0289 X,1.07,2,100.0,100.0,3.26,99.0,1300.5
Collin,SS0359 L,0.07,1,34.0,100.0,2.0,8989.0,0.0
Collin,SS0399 A,4.1,14,82.63,88.54,3.07,6422.62,0.0
Collin,SS0399 L,15.82,38,96.25,97.18,3.53,15528.16,0.0
Collin,SS0399 R,14.41,36,88.94,95.8,3.29,15368.97,0.0
Collin,SS0399 X,6.22,20,85.55,86.19,3.22,3687.84,0.0
Collin,US0075 A,140.58,291,89.91,98.86,3.29,5142.24,474.36
Collin,US0075 L,487.26,1026,87.07,91.31,3.54,61459.28,772.98
Collin,US0075 R,491.39,1036,85.12,89.52,3.49,61650.52,774.68
Collin,US0075 X,136.71,279,90.91,97.55,3.36,6866.36,480.58
Collin,US0380 A,3.41,8,97.44,97.51,3.48,99.0,908.37
Collin,US0380 K,71.43,140,97.42,97.88,3.86,15457.22,3117.28
Collin,US0380 L,94.45,213,89.01,94.98,3.51,14897.07,1554.23
Collin,US0380 R,88.61,201,94.95,97.98,3.62,14916.21,1399.67
Collin,US0380 X,3.16,6,100.0,100.0,3.26,99.0,1134.35
Colorado,IH0010 A,0.04,1,100.0,100.0,2.8,99.0,29.0
Colorado,IH0010 L,0.98,2,100.0,100.0,3.79,22622.93,383.61
Colorado,IH0010 R,3.43,7,95.22,95.36,4.45,22246.03,409.23
Colorado,IH0010 X,0.5,1,100.0,100.0,3.5,99.0,367.0
Colorado,SH0071 R,338.54,732,74.87,86.43,3.1,4728.18,819.24
Comal,FM0306 L,0.99,2,79.5,100.0,2.65,3675.0,633.0
Comal,FM0306 R,0.99,2,100.0,100.0,3.25,3675.0,633.0
